datetime,amount,description
2/26/24 0:00,-40.39,"ACH CREDIT ACCOUNTING APP YYBSII9 DEPOSIT PRAIRIE VISTA INC, L OGAC43DYPE"
2/24/24 0:00,-40.39,ACH DEBIT PAYMENT PROCESSOR PAYABLES BRIGHTLINE ANALYTICS LLC 59CM8S0E
8/18/23 0:00,-40.25,ACH DEBIT PAYMENT PROCESSOR PAYABLES BAYVIEW RIDGE OPERATIONS INC T1BXB635UADQ125
4/14/23 0:00,-40.12,MOBILE DEPOSIT 98XP
4/28/23 0:00,-40.01,INTERNET TRANSFER TO DDA# 20464098455 ON30 AT 06.49
3/29/23 0:00,-40,ZELLE DEBIT PAYMENT TO: R. EDWARDS . ID: JC7BDKF59IM9XFNJ
2/9/24 0:00,-40,ACH DEBIT PAYMENT PROCESSOR PAYABLES WINDWARD BROOK LTD WLAG3DHAF7ESQ 1
6/4/22 0:00,-40,ACH DEBIT PAYMENT PROCESSOR PAYABLES HIGHLAND STRATEGY LTD 0L7I1IOEEM84DEXR 1
2/10/24 0:00,-40,ACH DEBIT PAYMENT PROCESSOR PAYABLES EASTWOOD BLOOM INC LSR44IRX0FH
6/5/23 0:00,-39.95,ACH DEBIT PAYMENT PROCESSOR PAYABLES SUMMIT BLOOM LOGISTICS INC 1QIDSHNYIDE 5
6/10/22 0:00,-39.5,ACH DEBIT PAYMENT PROCESSOR PAYABLES SUNRIDGE HARBOR ADVISORS LLC IKIB7FPU0 9
4/6/23 0:00,-39.12,INTERNET TRANSFER TO DDA# 20365153327 ON07 AT 20.49
6/22/23 0:00,-39.02,ACH DEBIT PAYMENT PROCESSOR PAYABLES SUNRIDGE BROOK LLC IIE74BCBIE0 8
5/26/22 0:00,-38.66,INTERNET TRANSFER TO DDA# 20411766065 ON06 AT 22.39
11/1/22 0:00,-38.32,ACH DEBIT CARD PROCESSOR ACH PMT STONEWELL CONSULTING INC 9DOQ5VT70
3/16/24 0:00,-38.3,ACH DEBIT PAYMENT PROCESSOR PAYABLES AUTUMN RIDGE RIDGE LP DDBUB6DWA 8
3/17/24 0:00,-38.3,ACH DEBIT CARD PROCESSOR ACH PMT RIVERBEND POINTE PLC CYLQA09V 6
2/16/24 0:00,-38.3,INTERNET TRANSFER TO DDA# 20942431220 ON17 AT 11.22
12/17/23 0:00,-38.3,ACH DEBIT CARD PROCESSOR ACH PMT RIDGELAND INDUSTRIES CO KO9WLWR97BXNV1
2/17/24 0:00,-38.3,ACH DEBIT PAYMENT PROCESSOR PAYABLES MERIDIAN NETWORKS LP 4LQY317ZRRNYMJ
1/17/24 0:00,-38.3,INTERNET  TRANSFER TO DDA# 20958178621 ON19 AT 19.05
4/15/23 0:00,-38.15,"ACH CREDIT ACCOUNTING APP KP4KTTP 9 DEPOSIT ""WINDWARD POINTE CORP"", L HVHENCVTQFY9I"
12/9/23 0:00,-38.11,ACH DEBIT PAYMENT PROCESSOR PAYABLES HARBORPOINT BROOK LP NYGUKLLFZ4D1HB 7
9/11/23 0:00,-38.11,INTERNET TRANSFER TO DDA# 20223638957 ON08 AT 22.58
2/9/24 0:00,-38.09,ZELLE DEBIT PAYMENT TO: R. MORGAN . ID: DCBOL89TPMU
2/8/24 0:00,-38.09,INCOMING WIRE LAKECREST PROPERTIES LLC AJNBXZDDV2S
11/4/23 0:00,-38.08,INTERNET TRANSFER TO DDA# 20858095423 ON01 AT 19.33
8/22/23 0:00,-37.96,ACH DEBIT PAYMENT PROCESSOR PAYABLES MEADOWRIDGE CANYON PLC 3HYB1GINLNG 5
8/12/22 0:00,-37.72,"ACH DEBIT CARD PROCESSOR ACH PMT ""IRONWOOD CANYON PLC"" 8W60Y6Q0CQ9KMD79"
11/3/22 0:00,-37.61,ACH DEBIT  TAX AUTHORITY PAYMENT 0GC14IM73
5/15/23 0:00,-37.5,ACH DEBIT PAYMENT PROCESSOR PAYABLES CLEARVIEW EDGE LTD 9TYF2B5SZHHAPH
2/22/24 0:00,-37.44,ACH DEBIT PAYMENT PROCESSOR PAYABLES RIVERTON FIELD CORP JRRS6VYC7
2/21/24 0:00,-37.44,INTERNET TRANSFER TO DDA# 20573138892 ON12 AT 22.16
1/11/24 0:00,-37.16,ACH DEBIT PAYMENT PROCESSOR PAYABLES RIDGEVIEW CANYON CORP 48YTFRK
6/25/23 0:00,-37.02,ACH DEBIT PAYMENT PROCESSOR PAYABLES SPRINGLINE SHORE CO PT451R
12/17/22 0:00,-37,"ACH CREDIT ACCOUNTING APP 97A1PJKHN87PPF2 DEPOSIT ATLAS CREEK CO, L L5SMWXVVI"
4/26/23 0:00,-36.98,ACH DEBIT PAYMENT PROCESSOR PAYABLES EMBERLINE MEADOW LP 9BES5KSU
9/21/23 0:00,-36.75,"ACH CREDIT ACCOUNTING APP GDOT1VSKR46IT 2 DEPOSIT ""SILVERLINE CANYON LLC"", L M0JEF8"
8/23/23 0:00,-36.26,"ZELLE DEBIT PAYMENT TO: ""D. COLLINS"" . ID: HZCXR296885HH9 1"
10/31/22 0:00,-35.97,ACH DEBIT CARD PROCESSOR ACH PMT WINDWARD LEDGER INC 6YJBTRCXSCT
12/20/22 0:00,-35.22,MOBILE DEPOSIT UQKCYL
2/18/24 0:00,-35.15,"ACH CREDIT ACCOUNTING APP VQBCMDAJ7CA9I 9 DEPOSIT SUNRIDGE DIGITAL CO, L GLXQF6"
2/19/24 0:00,-35.15,ACH DEBIT PAYMENT PROCESSOR PAYABLES SOUTHPORT SHORE CORP W3RUY9V5
6/22/23 0:00,-35.1,ACH DEBIT CARD PROCESSOR ACH PMT  COBALT RIDGE MERIDIAN SECURITY INC Q97GCX3TY 7
5/16/23 0:00,-35.06,INCOMING WIRE STONEWELL CREEK INC 0MLSEK86GYW26
2/20/23 0:00,-35,ACH DEBIT TAX AUTHORITY PAYMENT NEJGCKOTJSL90
6/2/23 0:00,-35,ACH DEBIT PAYMENT PROCESSOR PAYABLES BLUE HARBOR LOGISTICS LTD C4S2245OI8I
6/4/22 0:00,-35,ACH DEBIT TAX AUTHORITY PAYMENT 74RYC63F
4/28/23 0:00,-35,ACH DEBIT TAX AUTHORITY PAYMENT 0SSXG8RA4OX 6
12/9/22 0:00,-34.87,"ACH CREDIT ACCOUNTING APP 8F9BPQY DEPOSIT CLEARVIEW BRIDGE CO, L 591YIV585SZ"
6/14/23 0:00,-34.8,ACH DEBIT PAYMENT PROCESSOR PAYABLES CEDARBROOK CROSSING PLC NHLT9X
6/29/23 0:00,-34.8,ZELLE DEBIT PAYMENT TO: J. RAMIREZ . ID: GQK67ICT2PHEOSDK
5/22/23 0:00,-34.8,ACH DEBIT PAYMENT PROCESSOR PAYABLES WESTGATE SANDS CO GMVFRYD7Q4RA4L
2/10/23 0:00,-34.73,ACH DEBIT CARD PROCESSOR ACH PMT HIGHLAND ATLAS CORP RJWK2K
1/15/24 0:00,-34.31,INCOMING WIRE LONEPINE VENTURES CORP SSUPM93Q
9/28/22 0:00,-34,ZELLE DEBIT PAYMENT TO: Q. RIVERA . ID: JEYHP9HT7C
10/30/22 0:00,-33.75,ZELLE DEBIT PAYMENT TO: C. NELSON . ID: QNWVV9MTK94
1/19/24 0:00,-33.48,ACH DEBIT CARD PROCESSOR ACH PMT CEDAR RIDGE CONSULTING LP Q0S7ZJC9GS172A4 9
8/23/22 0:00,-33.38,ACH DEBIT PAYMENT PROCESSOR PAYABLES WINDWARD FORGE PLC C3HU9VGAPR0H 6
11/17/23 0:00,-33.26,ACH DEBIT PAYMENT PROCESSOR PAYABLES SPRINGLINE GROVE CO YKFMSH
9/18/23 0:00,-33.2,INTERNET TRANSFER TO DDA# 20043123360 ON23 AT 23.42
10/17/23 0:00,-33.2,ACH DEBIT PAYMENT PROCESSOR PAYABLES EASTGATE RIDGE PARTNERS CO 9CNLM1HZWOX4CNQ 6
4/10/23 0:00,-32.97,INTERNET TRANSFER TO DDA# 20005407267 ON19 AT 21.10
8/15/22 0:00,-32.74,INTERNET TRANSFER TO DDA# 20774697367 ON10 AT 13.37
12/30/23 0:00,-32.66,INTERNET TRANSFER TO DDA# 20226234476 ON10 AT 11.35
2/26/24 0:00,-32.64,INTERNET TRANSFER TO DDA# 20059779215 ON06 AT 23.56
2/25/24 0:00,-32.64,INTERNET TRANSFER TO DDA# 20876579117 ON12 AT 01.19
3/13/23 0:00,-32.64,ACH DEBIT PAYMENT PROCESSOR PAYABLES ROCKBRIDGE SANDS INC KII83SE
3/6/23 0:00,-32.64,ACH DEBIT PAYMENT PROCESSOR PAYABLES COBALT RIDGE BAY INC 50K07C42WMI 5
3/23/23 0:00,-32.64,ACH DEBIT CARD PROCESSOR ACH PMT GRANITE PEAK CROSSING LP 8ITED1GMY0QMWR45 3
3/13/23 0:00,-32.64,"ACH CREDIT ACCOUNTING APP STUHZG4IPQEM47IS DEPOSIT OAKRIDGE PARK LP, L AKLHLNG1KVK2VS"
4/3/23 0:00,-32.64,ACH DEBIT PAYMENT PROCESSOR PAYABLES STONEWELL ADVISORS LTD S1AT5D360RPNN
11/7/23 0:00,-32.64,ACH DEBIT PAYMENT PROCESSOR PAYABLES CLEARWATER FORGE LOGISTICS LP I8H9PXADEOD4ESNI
2/24/24 0:00,-32.49,INTERNET TRANSFER TO DDA# 20001422799 ON29 AT 10.12
2/25/24 0:00,-32.49,ACH DEBIT PAYMENT PROCESSOR PAYABLES AUTUMN RIDGE MERIDIAN NETWORKS CORP RNCQ4U 6
5/27/23 0:00,-32.05,ACH DEBIT CARD PROCESSOR ACH PMT RIVERBEND SOLUTIONS INC WDRH95DS90J21N
3/11/24 0:00,-32,ACH DEBIT TAX AUTHORITY PAYMENT GTJ79WZGM3
3/13/24 0:00,-32,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""PARKSTONE SHORE CO"" IHYIVNLE"
9/8/23 0:00,-31.83,ACH DEBIT PAYMENT PROCESSOR PAYABLES LEDGER VALE HOLDINGS CO T945AG6
9/27/22 0:00,-31.61,ACH DEBIT TAX AUTHORITY PAYMENT E791T5MJ0KH97
2/25/23 0:00,-31.07,ACH DEBIT PAYMENT PROCESSOR PAYABLES CROSSWIND RESOURCES LTD Y8MOL3YXU7XJ
11/18/23 0:00,-31.03,ACH DEBIT CARD PROCESSOR ACH PMT BROOKFIELD PROJECTS LLC KFHEF8DZRT54P
6/9/22 0:00,-30.51,INTERNET TRANSFER TO DDA# 20429031447 ON07 AT 06.44
9/25/23 0:00,-30.46,ACH DEBIT PAYMENT PROCESSOR PAYABLES OAKBRIDGE GROVE LTD 8492ICTPB56MO
6/16/23 0:00,-30.45,MOBILE DEPOSIT CZ3
3/4/24 0:00,-30,ACH DEBIT PAYMENT PROCESSOR PAYABLES HILLCREST ATLAS DATA LTD CD5B59VEXW0Y
12/12/23 0:00,-30,ACH DEBIT TAX AUTHORITY PAYMENT 3MRQWBZ7DPXK 4
2/5/24 0:00,-30,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""HARBORPOINT CROSSING LLC"" G40CHLM7NK3"
1/3/24 0:00,-30,ZELLE DEBIT PAYMENT TO: U. EVANS . ID: 1CPKGEY
8/9/23 0:00,-30,ACH DEBIT PAYMENT PROCESSOR PAYABLES RIVERBEND MERIDIAN LP BJT3QDQG
9/8/23 0:00,-30,ACH DEBIT TAX AUTHORITY PAYMENT 0LNY8PM2I 8
1/18/24 0:00,-30,ACH DEBIT TAX AUTHORITY  PAYMENT WBXE7PEUEGEJF 4
2/8/23 0:00,-29.51,ACH DEBIT  PAYMENT PROCESSOR PAYABLES WINDWARD SOLUTIONS LTD 0OSL7JCYA5A
6/10/22 0:00,-29.5,ACH DEBIT CARD PROCESSOR ACH PMT SUNRIDGE MERIDIAN PARTNERS CORP 0T4U1UCNWNLVEJ82 7
8/22/23 0:00,-29.39,"ACH CREDIT ACCOUNTING APP R8YPX8206T714P 2 DEPOSIT HARBORPOINT VALE LP, L YBLY1APDB01UV"
3/1/24 0:00,-28.83,INTERNET TRANSFER TO DDA# 20890952384 ON11 AT 19.17
3/2/24 0:00,-28.83,ACH  DEBIT PAYMENT PROCESSOR PAYABLES TIMBERLINE RIDGE OPERATIONS LLC NV4GSIEJGM
8/8/22 0:00,-28.8,ZELLE DEBIT PAYMENT TO: D. PATEL . ID: CV5J80
8/8/22 0:00,-28.76,"ACH DEBIT CARD PROCESSOR ACH PMT  ""CLEARVIEW BROOK PLC"" 1KPLUAD 2"
8/3/22 0:00,-28.66,"ACH CREDIT ACCOUNTING APP JHG2G1KA343YBT DEPOSIT EMBERLINE HEIGHTS LLC, L SNYU0A"
8/7/23 0:00,-28.42,INCOMING WIRE WINDWARD SECURITY CO 6ZJUVKSGCGCB8Z
12/8/22 0:00,-28.41,ACH DEBIT CARD PROCESSOR ACH PMT SEAVIEW CREEK PLC N2OBO9APN7D 6
12/12/23 0:00,-28.38,ACH DEBIT PAYMENT PROCESSOR PAYABLES PRAIRIE HOLLOW CORP JIIYLP8IC2OER 1
2/4/23 0:00,-28.37,ZELLE DEBIT PAYMENT TO: Q. MARTINEZ . ID: D1B3KUZUE60AU
3/19/23 0:00,-28.3,ACH DEBIT TAX AUTHORITY PAYMENT I9SMIX5GM
1/24/23 0:00,-28.29,INSTANT TRANSFER TO DDA# 20849333672 ON23 AT 12.40
4/8/23 0:00,-28.17,INCOMING WIRE CEDAR RIDGE BAY PLC 1AM8SG
11/28/22 0:00,-28.17,ACH DEBIT CARD PROCESSOR ACH PMT CLEARWATER HORIZON SECURITY LLC 7ZEXJ6KFS3J5W
9/11/23 0:00,-28.08,INTERNET TRANSFER TO DDA# 20988819025 ON25 AT 00.57
11/14/23 0:00,-27.81,"INCOMING WIRE ""SPRINGLINE ATLAS HOLDINGS CORP"" TDWJECQXD1G3NMBE"
5/24/22 0:00,-27.65,ZELLE DEBIT PAYMENT TO: T. TURNER . ID: ENUMEE7J3GFC
12/14/22 0:00,-27.54,INSTANT TRANSFER TO DDA# 20663241539 ON04 AT 12.23
4/6/23 0:00,-27.2,ACH DEBIT CARD PROCESSOR ACH PMT CLIFFSIDE HEIGHTS LOGISTICS LLC L06MLUKI0 9
7/28/22 0:00,-27.11,ZELLE DEBIT PAYMENT TO: D. TORRES . ID: 6ADP398KC
6/17/23 0:00,-26.87,ACH DEBIT PAYMENT PROCESSOR PAYABLES IRONWOOD PARK PLC XLE39CB7GE
4/25/23 0:00,-26.85,ACH DEBIT PAYMENT PROCESSOR PAYABLES EMBERLINE EDGE LP 17CTCA28GL
6/13/22 0:00,-26.76,ACH DEBIT TAX AUTHORITY PAYMENT KK1GLOUEU
3/6/24 0:00,-26.74,ACH DEBIT PAYMENT PROCESSOR PAYABLES RIVERTON LABS CORP 8FKCCH8RI7F 3
3/7/24 0:00,-26.74,INTERNET TRANSFER TO DDA# 20474175127 ON28 AT 14.04
12/16/23 0:00,-26.4,ACH DEBIT TAX AUTHORITY PAYMENT T3UIS07KU7
3/20/23 0:00,-26.29,ACH DEBIT PAYMENT PROCESSOR PAYABLES REDWOOD VALLEY CO UTPNQ5CTVBFSB0I 6
5/12/23 0:00,-26.25,INTERNET TRANSFER TO DDA# 20223590949  ON19 AT 08.03
8/8/23 0:00,-26.24,ACH DEBIT PAYMENT PROCESSOR PAYABLES WESTHAVEN ATLAS LABS CORP L5UJW7UC5RZ
9/14/22 0:00,-26.16,ZELLE DEBIT PAYMENT TO: Q. RIVERA . ID: MJCJTBI6
5/19/23 0:00,-26.1,ACH DEBIT TAX AUTHORITY PAYMENT D8W3URNXQR29A4P
2/13/23 0:00,-25.98,ACH DEBIT PAYMENT PROCESSOR PAYABLES BLUE HARBOR FORGE LLC ENJMOM5G8FGQ1 6
6/27/23 0:00,-25.92,ZELLE DEBIT PAYMENT TO: L. COLLINS . ID: N0JO4B2E
9/22/22 0:00,-25.86,ACH DEBIT CARD PROCESSOR ACH PMT LEDGER VALE INDUSTRIES LTD 7G005YD5TEGBF3
11/10/23 0:00,-25.59,ZELLE DEBIT PAYMENT TO: L. COLLINS . ID: N0JO4B2E
8/25/22 0:00,-25.56,ZELLE DEBIT PAYMENT TO: H. ADAMS . ID: 7L7D4E51AK
11/10/23 0:00,-25.54,INCOMING WIRE STONECREST CROSSING INC QKA77AO
2/22/24 0:00,-25.53,INTERNET TRANSFER TO DDA# 20043133549 ON07 AT 19.47 
2/5/24 0:00,-25.47,"ACH CREDIT ACCOUNTING APP ZBBLUB DEPOSIT NORTHLAKE PROJECTS INC, L H8UIKGF0LR8V32"
8/3/22 0:00,-25.33,ATM WITHDRAWAL #2258 77 SUMMIT WAY UNIT 2 WEST HAVEN AZ TERMINAL TB12
10/11/23 0:00,-25.2,INCOMING WIRE RIVERSIDE SPRINGS LP N9WJ8M
11/23/22 0:00,-25.19,ACH DEBIT PAYMENT PROCESSOR PAYABLES SILVERLINE LEDGER INC 6SVX1YS 2
5/5/23 0:00,-25.02,ACH DEBIT TAX AUTHORITY PAYMENT Q6BRXA2DG
6/5/23 0:00,-25.02,ACH DEBIT PAYMENT PROCESSOR PAYABLES OAKRIDGE FIELD DIGITAL CO C5TADUD
7/13/23 0:00,-25.02,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""HIGHLAND PROPERTIES PLC"" CGW80NBSLDT"
12/15/23 0:00,-25,INTERNET TRANSFER TO DDA# 20217472188 ON12 AT 09.25
7/12/23 0:00,-24.99,ACH DEBIT PAYMENT PROCESSOR PAYABLES CROWNWELL POINTE LLC KCAYUDCURF1
3/10/23 0:00,-24.99,INTERNET TRANSFER TO DDA# 20903387604 ON26 AT 03.07
9/11/23 0:00,-24.99,ATM WITHDRAWAL #2082 300 OAKBRIDGE LN NORTHPORT WA TERMINAL TX90
10/10/23 0:00,-24.99,MOBILE DEPOSIT CHG3KJ
2/18/23 0:00,-24.98,INCOMING WIRE LAKESHORE SPRINGS LTD 10X2HD
3/20/24 0:00,-24.84,INCOMING WIRE SUNRIDGE EDGE LTD GUZ3UWTH
3/21/24 0:00,-24.84,ACH DEBIT PAYMENT PROCESSOR PAYABLES NORTHPOINT PROPERTIES LTD NN7C6PWUXUBC9R5S
4/7/23 0:00,-24.76,ACH DEBIT CARD PROCESSOR ACH PMT RIDGEVIEW VALE INC Q4Z3Z9BMT9SA3
3/24/23 0:00,-24.72,ZELLE DEBIT PAYMENT TO: Z. HARRIS . ID: N6P4ARC8L
4/9/23 0:00,-24.51,ACH DEBIT PAYMENT PROCESSOR PAYABLES CLEARVIEW PARTNERS CORP 0D4UILF5
5/16/23 0:00,-24.46,ACH DEBIT CARD PROCESSOR ACH PMT CLEARVIEW CROSSING PLC 4FDB3A9Y1YS7AP6 4
10/15/23 0:00,-24.46,ACH DEBIT PAYMENT PROCESSOR PAYABLES LONEPINE HARBOR HOLDINGS LLC PA1Q64EOOWKD7S 7
2/7/24 0:00,-24.36,ACH DEBIT CARD PROCESSOR ACH PMT CEDARBROOK PROPERTIES PLC I69WD6URUH
2/6/24 0:00,-24.36,"ACH CREDIT ACCOUNTING APP IYWKNHGB 1 DEPOSIT TIMBERLINE GROVE LLC, L INKFHQXXPEI"
10/17/23 0:00,-24,ACH DEBIT PAYMENT PROCESSOR PAYABLES GRANITE PEAK CROSSING LP NNTVVFG6X4JIWJF
7/22/22 0:00,-24,ACH DEBIT CARD PROCESSOR ACH PMT SEABRIGHT HARBOR PLC WM8WL2F64N95LS0O
11/3/23 0:00,-23.88,ACH DEBIT TAX AUTHORITY PAYMENT EJBE2UG4 1
11/6/23 0:00,-23.88,INTERNET TRANSFER TO DDA# 20333737524 ON04 AT 01.10
4/29/23 0:00,-23.85,ACH DEBIT PAYMENT PROCESSOR PAYABLES HIGHLAND MEADOW SECURITY LP MDEO2L
3/24/24 0:00,-23.52,ACH DEBIT PAYMENT PROCESSOR PAYABLES CLEARWATER CANYON LABS LLC K4KTYYU4DH4
3/25/24 0:00,-23.52,ACH DEBIT PAYMENT PROCESSOR PAYABLES AUTUMN RIDGE BROOK DATA LTD 57ZCAOY9LMDMO4LE
1/24/23 0:00,-23.52,INTERNET TRANSFER TO DDA# 20216802474 ON02 AT 23.01
8/28/22 0:00,-23.52,ACH DEBIT CARD PROCESSOR ACH PMT TIMBERLINE SUMMIT CONSULTING LTD IFQT8QSDG9GQGAP4 1
7/3/22 0:00,-23.52,ACH DEBIT CARD PROCESSOR ACH PMT WESTGATE FIELD LP PV9EPXKWXXN
8/26/22 0:00,-23.51,ACH DEBIT PAYMENT PROCESSOR PAYABLES HARBORPOINT MEADOW LP FIWNGWDD2PG 5
4/11/23 0:00,-23.51,ACH DEBIT PAYMENT PROCESSOR PAYABLES PARKSTONE FIELD LLC JU9GYJ
9/18/22 0:00,-23.51,"ACH CREDIT ACCOUNTING APP 2ZW5G3Z6IJYLLXW DEPOSIT BAYVIEW HARBOR CORP, L TS4I7KSGMXF9AT"
9/21/22 0:00,-23.51,ZELLE DEBIT PAYMENT TO: U. ROGERS . ID: DRZ0MEJAE0HQ 7
10/21/23 0:00,-23.46,ACH DEBIT PAYMENT PROCESSOR PAYABLES RIDGEVIEW RESOURCES LP 3QUDEL3 7
2/27/23 0:00,-23.36,INTERNET TRANSFER TO DDA# 20395546945 ON22 AT 21.30
2/5/24 0:00,-23.1,ZELLE DEBIT PAYMENT TO: U. ANDERSON . ID: XQ0M97GUGCB3
11/14/22 0:00,-23.06,"ACH CREDIT ACCOUNTING APP 3ZOJPMY 8 DEPOSIT AUTUMN RIDGE LABS CO, L YV8SR47HSLSCXL"
3/1/24 0:00,-23.05,MOBILE DEPOSIT ZO1C
3/1/24 0:00,-23.05,INTERNET TRANSFER TO DDA# 20529039512 ON25 AT 20.28
4/1/23 0:00,-23.05,"ACH CREDIT ACCOUNTING APP PLCCOM3WO4VHVO DEPOSIT EVERCREST BROOK OPERATIONS CORP, L IZ0MJVGG3"
7/1/23 0:00,-23.05,ACH DEBIT PAYMENT PROCESSOR PAYABLES CRESCENT RIDGE EDGE CORP LXMVGYQX4B1MZL 7
8/1/23 0:00,-23.05,INCOMING WIRE LEDGER HORIZON LTD FPGVL02BHRK
1/1/24 0:00,-23.05,ACH DEBIT PAYMENT PROCESSOR PAYABLES BROOKFIELD BAY ADVISORS LTD KOTJCI68
2/1/24 0:00,-23.05,INTERNET TRANSFER  TO DDA# 20064347269 ON19 AT 07.28
10/1/23 0:00,-23.05,INCOMING WIRE STONECREST CROSSING INC QKA77AO
2/1/24 0:00,-23.05,ACH DEBIT PAYMENT PROCESSOR PAYABLES CROSSWIND LEDGER INC KNIFD9BBLM
5/1/23 0:00,-23.05,INCOMING WIRE CRESCENT RIDGE BRIDGE VENTURES CO GZ82GHS1CJ0F8GK
12/1/23 0:00,-23.05,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""RIVERSIDE BLOOM LTD"" F5MBPQE"
6/1/23 0:00,-23.05,INTERNET TRANSFER TO DDA# 20890399671 ON28 AT 08.44
11/2/23 0:00,-23.05,ACH DEBIT TAX AUTHORITY PAYMENT 48ZR74EVK7473
9/1/23 0:00,-23.05,INCOMING WIRE AUTUMN RIDGE BROOK CO 4JJJNP6
3/20/24 0:00,-23.04,ACH DEBIT PAYMENT PROCESSOR PAYABLES SOUTHGATE VALLEY LTD 0078KH0I8PSCUKR
3/21/24 0:00,-23.04,ACH DEBIT PAYMENT PROCESSOR PAYABLES ATLAS POINTE NETWORKS LLC NYTMJ3NJ 6
11/7/23 0:00,-23,ACH DEBIT CARD PROCESSOR ACH PMT WILLOWBEND SHORE CORP XQO1H5EI
12/18/22 0:00,-22.56,ACH DEBIT PAYMENT PROCESSOR PAYABLES EVERCREST NETWORKS CORP GVJZQDFXG4CFBK
2/19/23 0:00,-22.5,ACH DEBIT PAYMENT PROCESSOR PAYABLES CROSSWIND DATA LLC JU1QSE0RGPE 5 4
11/19/22 0:00,-22.5,ACH DEBIT PAYMENT PROCESSOR PAYABLES SOUTHGATE SUMMIT CORP UQ6G4U
3/25/23 0:00,-22.2,ACH DEBIT PAYMENT PROCESSOR PAYABLES HIGHLAND CONSULTING LTD TFGJO3FR1M7PH 2
11/26/22 0:00,-22.18,ACH DEBIT PAYMENT PROCESSOR PAYABLES CEDAR RIDGE HEIGHTS PLC J20PY4TMH1 6
9/9/23 0:00,-22.17,INSTANT TRANSFER TO DDA# 20802299549 ON22 AT 07.00
11/21/22 0:00,-22.13,INTERNET TRANSFER TO DDA# 20011575208 ON08 AT 23.49
6/1/23 0:00,-22.01,INCOMING WIRE TIMBERLINE CREEK RESOURCES LTD CL2XLWWH
5/22/23 0:00,-22,ACH DEBIT PAYMENT PROCESSOR PAYABLES SOUTHPORT BRIDGE ADVISORS CO AFTEU2A6MB6STJ 6
3/26/24 0:00,-21.96,ACH DEBIT TAX AUTHORITY PAYMENT FF3VXI7QOQILIC
3/27/24 0:00,-21.96,ACH DEBIT PAYMENT PROCESSOR PAYABLES CEDAR RIDGE LEDGER INC 79T132XI5PEJA
2/1/23 0:00,-21.84,"ACH DEBIT PAYMENT PROCESSOR PAYABLES ""VALEWOOD HARBOR INC"" YNYLG1QBY"
3/1/23 0:00,-21.84,"ACH CREDIT ACCOUNTING APP 3W412JYD DEPOSIT MAPLECREST GROUP PLC, L 8HVK89MT71R7NP8"
10/23/23 0:00,-21.78,ACH DEBIT PAYMENT PROCESSOR PAYABLES CLIFFSIDE ADVISORS LLC XUB1BVXM6D
2/26/24 0:00,-21.76,"INCOMING WIRE ""SOUTHPORT SANDS ADVISORS LLC"" P3KHUW6W33U"
2/26/24 0:00,-21.76,"ACH CREDIT ACCOUNTING APP 0CGSQ6NDJLFADIC0 DEPOSIT MEADOWRIDGE CROSSING CORP, L IA7EXX3QKQ"
2/27/24 0:00,-21.76,"ACH CREDIT ACCOUNTING APP AHKDMDE29 DEPOSIT SEAVIEW INDUSTRIES PLC, L TQ3I7HR"
2/27/24 0:00,-21.76,INTERNET TRANSFER  TO DDA# 20791356341 ON22 AT 09.47
3/1/24 0:00,-21.76,"ACH CREDIT ACCOUNTING APP 7D3VTST0DJF5POM 2 DEPOSIT AUTUMN RIDGE VISTA INDUSTRIES PLC, L 4P10VXH"
3/2/24 0:00,-21.76,"ACH CREDIT ACCOUNTING APP W93T21NX5W2 7 DEPOSIT STONEWELL POINT PARTNERS CO, L JRI0959BY4GTDHC"
3/27/23 0:00,-21.76,ACH DEBIT CARD PROCESSOR ACH PMT HILLCREST BRIDGE INC RBLBMLFMLL3 9
8/1/23 0:00,-21.76,INCOMING WIRE WINDWARD STRATEGY LP 1DZWKTL
9/1/23 0:00,-21.76,ACH DEBIT TAX AUTHORITY PAYMENT U1NGVTMA55Y 7
3/3/23 0:00,-21.76,ZELLE DEBIT  PAYMENT TO: T. CHEN . ID: L23O1AJ
3/27/23 0:00,-21.76,ACH DEBIT PAYMENT PROCESSOR PAYABLES BRIGHTLINE VISTA CO 17AWV63
6/1/23 0:00,-21.76,ACH DEBIT PAYMENT PROCESSOR PAYABLES IRONWOOD PARK PLC XLE39CB7GE
1/3/24 0:00,-21.76,ACH DEBIT PAYMENT PROCESSOR PAYABLES CROWNWELL PROJECTS LLC Q3ZR80M0B93RWR6 3
3/24/23 0:00,-21.76,ACH DEBIT PAYMENT PROCESSOR PAYABLES IRONWOOD CANYON CO 63MLRY9U
12/7/23 0:00,-21.76,"ACH CREDIT ACCOUNTING APP 6841AZ4O DEPOSIT OAKBRIDGE OPERATIONS CORP, L E98MZKK"
2/2/24 0:00,-21.76,ACH DEBIT CARD PROCESSOR ACH PMT NORTHLAKE EDGE CO HGA2FG95MQW4NTD
12/2/23 0:00,-21.76,INTERNET TRANSFER TO DDA# 20688315784 ON04 AT 23.07
10/31/23 0:00,-21.76,ZELLE DEBIT PAYMENT TO: D. JOHNSON .  ID: D8WGUU6EFUZADM6
